timestamp_s,util_gpu,util_mem,mem_used_mb,mem_total_mb,power_w,temp_c
1765758049.6691346,83.42279619601732,55.96699654763071,18529.106649331537,24576.0,63.33219435830113,71.37071760259244
1765758049.8691347,87.41933503058826,66.29444941121469,17704.24886867057,24576.0,61.58999059758055,66.78285622897108
1765758050.0691347,72.78401075350413,61.430150245403055,19325.955477489097,24576.0,59.08007203498533,69.0270660767659
1765758050.2691348,89.18462620970878,60.69641195078238,19282.687061286524,24576.0,72.27907451260805,66.60527820482496
1765758050.4691348,89.86777718319352,63.68518209609147,17863.387825849946,24576.0,63.20572738844147,71.48720883804754
1765758050.6691349,86.56090985070732,72.69348730179374,19911.019178349354,24576.0,71.63644799901735,69.65289600039029
1765758050.869135,83.2756889368969,62.274854755696445,20213.32177456789,24576.0,63.211328966120185,69.37529107602705
1765758051.069135,81.2722174470527,71.17687585032881,18943.0359314443,24576.0,62.75546678157791,66.97916526620021
1765758051.269135,90.22529961740234,58.12990072536381,19257.458280845938,24576.0,57.38269625412098,70.838354687886
1765758051.469135,87.93223907507382,69.5593732346234,20237.19911434988,24576.0,64.59385192456136,68.24343612234513
1765758051.669135,87.67800204083292,69.46703501423329,17629.059738191634,24576.0,65.84222858065941,72.5968643281269
1765758051.8691351,80.81552283136672,70.75245771842971,17396.39522589447,24576.0,61.25784200213343,65.26875138390982
1765758052.0691352,78.04941651159068,66.2817761899703,19091.044048395175,24576.0,58.599500467835064,66.43699887282209
1765758052.2691352,84.3763941763935,69.79228699805701,19568.96346585347,24576.0,60.630491429344275,68.01948718745018
1765758052.4691353,84.12086860803804,61.69486088244227,17593.260848964965,24576.0,60.604414758094826,68.56927047131234
1765758052.6691353,79.24172901409631,73.90534284846251,16985.51271550944,24576.0,69.54640756386574,69.1555419747169
1765758052.8691354,84.11030824425045,60.48259155419737,20152.465862584348,24576.0,69.79772260493661,65.25252356307675
1765758053.0691354,76.86648040792451,68.24827056360336,18499.864515193207,24576.0,72.4309570622021,64.00685881330067
1765758053.2691355,90.55780005769805,71.55840134044814,17369.10105411239,24576.0,75.3949472428911,68.61323822361202
1765758053.4691355,85.60427916495536,64.62586180608717,19545.99952488646,24576.0,66.6309953285928,65.6400904699454
1765758053.6691356,82.32729418428875,62.83798812375197,19850.607236667776,24576.0,64.39627191574937,63.296652181507554
1765758053.8691356,77.3915126634261,67.01675629929362,18599.5688180671,24576.0,71.34013720625362,65.10051556672255
1765758054.0691357,80.6955442715081,72.31158395397733,17251.256369618583,24576.0,64.442326264425,67.76209209908298
1765758054.2691357,83.84918225323202,67.50712896828686,18908.790273015136,24576.0,67.98644086657046,67.20405122337036
1765758054.4691358,84.48611038636973,62.22118584001559,20056.662921505573,24576.0,69.69576109988512,71.27518675777482
1765758054.6691358,87.03058927349107,65.6084622155398,17170.207438841087,24576.0,59.07977992393005,65.32779983325977
1765758054.8691359,90.159774067821,67.91185235260099,20663.580161034475,24576.0,63.989659997063036,69.59290051323079
1765758055.069136,85.11906298196779,65.71720471380978,18986.2449523553,24576.0,61.281650111612514,70.20295286966994
1765758055.269136,85.01207174856083,64.71520021362512,18515.50053648979,24576.0,64.81463290224397,66.07439639634299
1765758055.469136,88.14665720394487,65.08384962315017,16770.940401145497,24576.0,65.4668774658807,67.71055992654765
1765758055.669136,81.75034815372604,65.77470984666039,18866.71030938506,24576.0,59.17670546423907,67.00138465797193
1765758055.869136,84.51189013527949,69.59620214251625,18974.813035365733,24576.0,73.16622059788114,64.9136521864037
1765758056.0691361,85.23823573169216,63.59256038474605,20171.862881417237,24576.0,72.93305309963311,68.4376653908199
1765758056.2691362,78.4262684489941,65.23426572698784,17117.45244817192,24576.0,59.047636495379294,63.27816663322038
1765758056.4691362,83.87774195123438,50.18524406893118,18770.953407073335,24576.0,71.84517339672196,65.82753077613913
1765758056.6691363,84.53400370363337,63.52586083063775,19423.164482219134,24576.0,63.88707053330311,69.46585449689643
1765758056.8691363,83.59690108186582,70.01919289069464,18764.843822820552,24576.0,62.88296913276997,71.31690714947673
1765758057.0691364,84.55571920034873,58.255456151642235,17110.661462429307,24576.0,63.42662394691718,68.3743767697851
1765758057.2691364,87.83093119752809,61.08115789276611,18639.157199020938,24576.0,73.78665590400826,68.77830390997867
1765758057.4691365,87.04661570284287,55.98555130391147,18437.8255979494,24576.0,61.03021552044601,65.47918135976896
1765758057.6691365,85.35515878127168,68.914026299274,18140.305509272544,24576.0,69.85400426326214,64.71394024332643
1765758057.8691366,89.59685677681433,65.88751036939172,16341.704496755088,24576.0,64.15297079377675,68.14547899707638
1765758058.0691366,82.8137494320772,69.5178388838806,18759.056561618254,24576.0,71.17874791933016,66.4608125405245
1765758058.2691367,92.944526165233,67.2765508516952,18987.591242494414,24576.0,65.41934934725785,70.22334046325406
1765758058.4691367,78.92095130230786,64.3335712846879,19773.950318836014,24576.0,70.04514808162259,68.13910866377206
1765758058.6691368,81.82818961401891,63.76524309922212,18029.152019723013,24576.0,64.21100948369394,62.52992378130103
1765758058.8691368,89.32475805885657,62.55725842105102,17153.005444862894,24576.0,60.46505937841266,70.58948885115524
1765758059.0691369,91.14506036432897,66.54836333362238,17259.944028500544,24576.0,56.07217892546112,66.85703274359626
1765758059.269137,94.1681632900429,61.229673098426694,18122.09527615756,24576.0,62.50851500086755,69.12242896667465
1765758059.469137,90.73933360651185,70.01950806136927,19945.18830494328,24576.0,71.53134375148707,73.48276541682331
1765758059.669137,85.02159825444403,79.85316779795996,17720.61539027374,24576.0,62.544444635656646,65.4356811678066
1765758059.869137,82.45260840283511,65.24502556929222,17452.855005789224,24576.0,61.47596241979039,65.010332722422
1765758060.069137,84.95025998945134,70.0771633351489,17434.891225256935,24576.0,65.16194252283057,64.38225764017677
1765758060.2691371,85.32071034481172,68.89650968546353,18523.513433175664,24576.0,65.43688584482645,65.16957517025202
1765758060.4691372,88.69972105461042,71.51357269261756,19502.66079119804,24576.0,62.831815722884954,71.18102513526068
1765758060.6691372,84.34737701276067,74.95219269165678,18241.871704947378,24576.0,74.48470014460442,67.80484829610168
1765758060.8691373,88.3159993226105,63.56562713984971,18058.553130746906,24576.0,57.51544001397563,66.28477832757052
1765758061.0691373,78.85259871932827,60.541377772405255,18350.81913768979,24576.0,66.18542101659034,70.258047367875
1765758061.2691374,98.20316935167456,80.11726292575621,18482.576016987132,24576.0,62.19865302557046,70.83425771451941
1765758061.4691374,88.81111621239303,62.77361823040607,19089.88250917081,24576.0,61.473178179826746,64.08795659664997
1765758061.6691375,80.68390661218574,64.98106077078214,17882.150871011552,24576.0,61.15729679114166,68.56593815267006
1765758061.8691375,91.66942243536411,62.452877585340005,20843.7206362964,24576.0,69.34320224000184,62.03958785984941
1765758062.0691376,88.73035499120212,64.9586326407709,15919.48826799942,24576.0,58.13592864478696,63.14397727161826
1765758062.2691376,81.32931753001428,53.24450526059595,20746.62731816053,24576.0,70.52509149729646,68.33686717494356
1765758062.4691377,91.78889437524325,64.33642715853333,17166.070386470354,24576.0,69.92009357150941,64.3218848797458
1765758062.6691377,82.85601863702297,73.75881094188982,17686.330626681058,24576.0,64.85974021259551,68.55143055350267
1765758062.8691378,84.72470219663356,63.56660205709545,18495.790059239116,24576.0,61.685686236026555,68.25753719555912
1765758063.0691378,85.7630517967654,58.99773470502939,16065.380708841125,24576.0,69.96148693521377,64.76143136294385
1765758063.2691379,84.5598631279554,68.40436570004917,17244.322495143606,24576.0,70.31628265150718,70.01316749277262
1765758063.469138,93.2761440630655,62.70865693916386,18885.654403116416,24576.0,73.33201525721026,66.20024367664367
1765758063.669138,85.24737012213276,58.65577078094327,18398.52206382033,24576.0,72.96749562643552,65.49325769687422
1765758063.869138,81.5003770745227,63.8975618395273,17610.252580899833,24576.0,68.545603722132,67.7402732748975
1765758064.069138,87.11239494461542,66.62653960785916,15861.566492242298,24576.0,66.71628278307836,71.90004483184434
1765758064.269138,82.14718766449083,68.53495443080645,20245.542707545876,24576.0,62.1834452788615,69.79186292804248
1765758064.4691381,86.01304012619197,58.16490838962017,18088.17296290264,24576.0,66.0228701775865,72.3638817698154
1765758064.6691382,94.20190401948936,60.34859124915052,19412.07219808809,24576.0,68.4636902905255,66.86148531944761
1765758064.8691382,82.58467669538594,66.83267290144538,18179.8048491956,24576.0,58.4678179670775,68.47206166246566
1765758065.0691383,87.49105428534358,69.21855324051106,18318.552606739053,24576.0,68.56318270345996,68.61075678576275
1765758065.2691383,81.23284885770255,57.96001583753681,17438.68584431405,24576.0,65.02637278001569,75.42291210680733
1765758065.4691384,93.63935623636551,54.483291231026584,18930.784696237664,24576.0,71.22364541172628,67.06029848384185
1765758065.6691384,78.92574910567103,59.22286674661806,19298.463059388592,24576.0,70.32879536050531,69.89409865346653
1765758065.8691385,80.1000152471567,64.16091974055973,19179.393399761808,24576.0,64.64381480005184,71.85270748740251
1765758066.0691385,83.57990089083937,63.70173656515883,19068.794674387744,24576.0,58.05398942869097,70.78494606610343
1765758066.2691386,90.40090360364331,64.0180221457326,17767.033191197483,24576.0,62.23738453669228,71.41546754683242
1765758066.4691386,90.15802571140118,62.17731335670698,17895.243883321844,24576.0,76.92371999120631,69.81210348128293
1765758066.6691387,86.36233930601142,60.1696226100528,20471.1973543046,24576.0,67.70744673214898,71.2810520472609
1765758066.8691387,88.92089213106561,60.96852072671386,20192.956966411093,24576.0,74.49625695994878,73.63606886658047
1765758067.0691388,78.50813803188635,67.41139847266919,18099.85336097743,24576.0,66.4178640942695,67.56546537694841
1765758067.2691388,84.34717241628066,58.93111158095897,18589.962499229536,24576.0,52.40259250665655,71.6350146152356
